effect,component,group,term,estimate,std.error,statistic,p.value,scale,formula,response_name,response_tier,n,ci_ub,ci_lb,sig,percent_change,ci_ub_percent_change,ci_lb_percent_change,clean_response,clean_response_tier
fixed,cond,,Intercept,-0.0360495705361043,0.0298014079441435,-1.20965997994698,0.226409392328875,site,1,functional_specialization_site,functional_diversity,6,0.022361189034417,-0.0944603301066256,non-significant,-3.54075230682169,2.26130744036124,-9.01361718888407,Plant Functional Specialization,"Functional
Diversity"
fixed,cond,,Intercept,0.131809163316119,0.0516508703682804,2.55192530883401,0.0107129482100618,plot,1 + (1 | exclosure_id/cluster_id),functional_diversity_plot,functional_diversity,108,0.233044869237949,0.0305734573942898,significant,14.0890574717123,26.2438122693003,3.10456251921143,Plant Functional Diversity,"Functional
Diversity"
fixed,cond,,Intercept,0.135158055553381,0.0781579955762596,1.72929275574251,0.0837567125208878,site,1,functional_diversity_site,functional_diversity,6,0.28834772688285,-0.0180316157760876,non-significant,14.4717699043039,33.4221168037528,-1.78700189341223,Plant Functional Diversity,"Functional
Diversity"
fixed,cond,,Intercept,-0.37020834129414,0.124100282552731,-2.98313858501359,0.00285308774952793,plot,1 + (1 | exclosure_id/cluster_id),functional_nearerst_neighbour_distance_plot,functional_diversity,105,-0.126971787490788,-0.613444895097493,significant,-30.9409562856999,-11.924147934548,-45.8517697315093,Plant Functional Distance,"Functional
Diversity"
fixed,cond,,Intercept,-0.12425329367144,0.103593216431887,-1.19943465364971,0.230358979681564,site,1,functional_nearerst_neighbour_distance_site,functional_diversity,6,0.0787894105350588,-0.327295997877939,non-significant,-11.6843885305012,8.19764452362453,-27.9129664645478,Plant Functional Distance,"Functional
Diversity"
fixed,cond,,Intercept,0.214704551644317,0.0964951740178621,2.22502890771069,0.0260792975953038,plot,1 + (1 | exclosure_id/cluster_id),plant_evenness_plot,dominance,105,0.403835092719327,0.0255740105693071,significant,23.9495635915606,49.7556968547093,2.59038311873872,Plant Evenness,Dominance
fixed,cond,,Intercept,0.178451612062352,0.0472179854977722,3.7793143900807,0.000157260766412072,site,1,plant_evenness_site,dominance,6,0.270998863637986,0.0859043604867189,significant,19.5365040624995,31.1273580302254,8.97021047423436,Plant Evenness,Dominance
fixed,cond,,Intercept,0.356116346732955,0.133592817271263,2.66568483251501,0.00768316838893056,plot,1 + (1 | exclosure_id/cluster_id),shannon_diversity_plot,taxonomic_diversity,105,0.617958268584631,0.09427442488128,significant,42.7773655400852,85.5136482054909,9.88612594145366,Shannon Diversity,"Taxonomic
Diversity"
fixed,cond,,Intercept,0.218307627474065,0.0647429838706072,3.37191174120683,0.000746483658605125,site,1,shannon_diversity_site,taxonomic_diversity,6,0.345203875860455,0.0914113790876745,significant,24.3969688016709,41.2277819674418,9.57196687130115,Shannon Diversity,"Taxonomic
Diversity"
fixed,cond,,Intercept,-0.133228573093821,0.0356449272872499,-3.73765871424505,0.000185741838705478,plot,1 + (1 | exclosure_id/cluster_id),point_return_fraction_plot,structure,107,-0.063364515610811,-0.203092630576831,significant,-12.4734992787981,-6.13987234927992,-18.3797367396849,Vegetation Density,"Vegetation
Structure"
fixed,cond,,Intercept,-0.131968438240166,0.0334241751933734,-3.94829303869643,7.87104208459284e-05,site,1,point_return_fraction_site,structure,6,-0.0664570548611544,-0.197479821619178,significant,-12.3631345620122,-6.42969011070083,-17.9203297190928,Vegetation Density,"Vegetation
Structure"
fixed,cond,,Intercept,-0.3810488738071,0.07092438604748,-5.37260729408371,7.76062228778643e-08,plot,1 + (1 | exclosure_id/cluster_id),mean_point_height_plot,structure,107,-0.242037077154039,-0.520060670460161,significant,-31.685549906857,-21.4972929557387,-40.5515520770862,Vegetation Height,"Vegetation
Structure"
fixed,cond,,Intercept,-0.398182681938667,0.0914122797018435,-4.35589926470936,1.325217161479e-05,site,1,mean_point_height_site,structure,6,-0.219014613723054,-0.57735075015428,significant,-32.846066165243,-19.6690021281707,-43.8616356206827,Vegetation Height,"Vegetation
Structure"
